participant_id,form_version,scenario_id,is_modified,axis,modifier_id,choice,confidence
P_F2_70814,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,1,2
P_F2_70814,F2,SC004_2,0,,,0,2
P_F2_70814,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,1,5
P_F2_70814,F2,SC005_2,0,,,1,3
P_F2_70814,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,1,2
P_F2_46413,F2,SC001_2,0,,,0,3
P_F2_46413,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,0,2
P_F2_46413,F2,SC002_2,0,,,1,2
P_F2_46413,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,1,5
P_F2_46413,F2,SC003_2,0,,,1,3
P_F2_46413,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,0,5
P_F2_46413,F2,SC004_2,0,,,1,5
P_F2_46413,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,1,4
P_F2_46413,F2,SC005_2,0,,,1,5
P_F2_46413,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,0,3
P_F2_32604,F2,SC001_2,0,,,0,5
P_F2_32604,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,0,2
P_F2_32604,F2,SC002_2,0,,,1,4
P_F2_32604,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,1,2
P_F2_32604,F2,SC003_2,0,,,1,2
P_F2_32604,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,0,2
P_F2_32604,F2,SC004_2,0,,,0,2
P_F2_32604,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,0,5
P_F2_32604,F2,SC005_2,0,,,0,5
P_F2_32604,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,1,5
P_F2_84285,F2,SC001_2,0,,,0,2
P_F2_84285,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,1,3
P_F2_84285,F2,SC002_2,0,,,0,5
P_F2_84285,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,1,4
P_F2_84285,F2,SC003_2,0,,,0,5
P_F2_84285,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,0,2
P_F2_84285,F2,SC004_2,0,,,1,5
P_F2_84285,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,1,4
P_F2_84285,F2,SC005_2,0,,,0,2
P_F2_84285,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,1,2
P_F2_63656,F2,SC001_2,0,,,0,3
P_F2_63656,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,1,5
P_F2_63656,F2,SC002_2,0,,,1,2
P_F2_63656,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,0,2
P_F2_63656,F2,SC003_2,0,,,1,2
P_F2_63656,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,0,3
P_F2_63656,F2,SC004_2,0,,,1,3
P_F2_63656,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,0,3
P_F2_63656,F2,SC005_2,0,,,0,3
P_F2_63656,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,0,4
P_F2_83207,F2,SC001_2,0,,,0,5
P_F2_83207,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,0,5
P_F2_83207,F2,SC002_2,0,,,1,4
P_F2_83207,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,0,3
P_F2_83207,F2,SC003_2,0,,,1,4
P_F2_83207,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,0,3
P_F2_83207,F2,SC004_2,0,,,0,2
P_F2_83207,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,1,2
P_F2_83207,F2,SC005_2,0,,,0,4
P_F2_83207,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,0,4
P_F2_37180,F2,SC001_2,0,,,1,3
P_F2_37180,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,0,3
P_F2_37180,F2,SC002_2,0,,,0,3
P_F2_37180,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,0,5
P_F2_37180,F2,SC003_2,0,,,0,4
P_F2_37180,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,1,2
P_F2_37180,F2,SC004_2,0,,,0,2
P_F2_37180,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,0,3
P_F2_37180,F2,SC005_2,0,,,1,3
P_F2_37180,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,1,5
P_F2_12078,F2,SC001_2,0,,,1,5
P_F2_12078,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,0,2
P_F2_12078,F2,SC002_2,0,,,0,3
P_F2_12078,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,0,3
P_F2_12078,F2,SC003_2,0,,,1,4
P_F2_12078,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,0,3
P_F2_12078,F2,SC004_2,0,,,1,4
P_F2_12078,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,1,5
P_F2_12078,F2,SC005_2,0,,,1,2
P_F2_12078,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,0,3
P_F2_15746,F2,SC001_2,0,,,0,4
P_F2_15746,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,1,5
P_F2_15746,F2,SC002_2,0,,,1,5
P_F2_15746,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,1,2
P_F2_15746,F2,SC003_2,0,,,1,2
P_F2_15746,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,0,5
P_F2_15746,F2,SC004_2,0,,,1,4
P_F2_15746,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,1,5
P_F2_15746,F2,SC005_2,0,,,0,3
P_F2_15746,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,1,2
P_F2_91808,F2,SC001_2,0,,,1,4
P_F2_91808,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,1,4
P_F2_91808,F2,SC002_2,0,,,1,4
P_F2_91808,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,1,3
P_F2_91808,F2,SC003_2,0,,,1,2
P_F2_91808,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,0,5
P_F2_91808,F2,SC004_2,0,,,1,4
P_F2_91808,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,0,2
P_F2_91808,F2,SC005_2,0,,,1,4
P_F2_91808,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,1,5
P_F2_27136,F2,SC001_2,0,,,0,2
P_F2_27136,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,1,3
P_F2_27136,F2,SC002_2,0,,,1,4
P_F2_27136,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,0,2
P_F2_27136,F2,SC003_2,0,,,1,2
P_F2_27136,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,0,5
P_F2_27136,F2,SC004_2,0,,,0,5
P_F2_27136,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,1,4
P_F2_27136,F2,SC005_2,0,,,1,2
P_F2_27136,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,1,3
P_F2_89420,F2,SC001_2,0,,,1,2
P_F2_89420,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,1,5
P_F2_89420,F2,SC002_2,0,,,0,4
P_F2_89420,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,1,3
P_F2_89420,F2,SC003_2,0,,,0,3
P_F2_89420,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,1,2
P_F2_89420,F2,SC004_2,0,,,1,4
P_F2_89420,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,1,2
P_F2_89420,F2,SC005_2,0,,,0,2
P_F2_89420,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,1,5
P_F2_71634,F2,SC001_2,0,,,1,3
P_F2_71634,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,0,3
P_F2_71634,F2,SC002_2,0,,,0,4
P_F2_71634,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,0,4
P_F2_71634,F2,SC003_2,0,,,0,3
P_F2_71634,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,0,3
P_F2_71634,F2,SC004_2,0,,,0,5
P_F2_71634,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,1,2
P_F2_71634,F2,SC005_2,0,,,1,4
P_F2_71634,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,1,5
P_F2_27086,F2,SC001_2,0,,,1,5
P_F2_27086,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,1,3
P_F2_27086,F2,SC002_2,0,,,0,5
P_F2_27086,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,1,3
P_F2_27086,F2,SC003_2,0,,,0,3
P_F2_27086,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,0,4
P_F2_27086,F2,SC004_2,0,,,1,5
P_F2_27086,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,0,3
P_F2_27086,F2,SC005_2,0,,,0,2
P_F2_27086,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,1,4
P_F2_77219,F2,SC001_2,0,,,0,4
P_F2_77219,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,1,2
P_F2_77219,F2,SC002_2,0,,,1,4
P_F2_77219,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,0,4
P_F2_77219,F2,SC003_2,0,,,0,3
P_F2_77219,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,0,4
P_F2_77219,F2,SC004_2,0,,,1,4
P_F2_77219,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,0,3
P_F2_77219,F2,SC005_2,0,,,0,2
P_F2_77219,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,1,5
P_F2_24528,F2,SC001_2,0,,,0,2
P_F2_24528,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,0,2
P_F2_24528,F2,SC002_2,0,,,0,2
P_F2_24528,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,1,4
P_F2_24528,F2,SC003_2,0,,,1,5
P_F2_24528,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,1,2
P_F2_24528,F2,SC004_2,0,,,1,5
P_F2_24528,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,0,4
P_F2_24528,F2,SC005_2,0,,,1,3
P_F2_24528,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,0,4
P_F2_51230,F2,SC001_2,0,,,1,5
P_F2_51230,F2,SC001_1,1,time_pressure,MOD_SC001_1_05,0,4
P_F2_51230,F2,SC002_2,0,,,1,3
P_F2_51230,F2,SC002_1,1,diffused_responsibility,MOD_SC002_1_06,0,4
P_F2_51230,F2,SC003_2,0,,,0,5
P_F2_51230,F2,SC003_1,1,competence_uncertainty,MOD_SC003_1_07,0,2
P_F2_51230,F2,SC004_2,0,,,1,3
P_F2_51230,F2,SC004_1,1,authority_signal,MOD_SC004_1_08,1,5
P_F2_51230,F2,SC005_2,0,,,1,4
P_F2_51230,F2,SC005_1,1,self_preservation,MOD_SC005_1_01,0,2
