vsw_id,profile_HIGH_values,scenario_id,theme_id,scenario_brief,A0_text,A1_text,condition,modifier_text,pressured_values,llm_decision,llm_confidence,llm_driving_values,llm_reasoning,dp_score_A0,dp_score_A1,dp_decision,llm_dp_agree,llm_changed_from_baseline,dp_changed_from_baseline,llm_change_explanation,axis,profile_strength
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,MOD_SC002_1_03,Colleagues frequently discuss who is adopting the new workflow.,Conformity + Power,A0,high,Stimulation; Achievement; Power; Tradition; Benevolence; Universalism,"Choosing the new digital workflow aligns with the person's high stimulation and achievement values by embracing new challenges and success, supports power by taking control in the transition, respects tradition by potentially preserving effective cultural work practices through modernization, and upholds benevolence and universalism by promoting a system that benefits all colleagues equally.",1.0,1.5,A1,NO,NO,YES,,social_visibility,6
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,MOD_SC002_1_04,"Some departments have already adopted the new system, while others prefer the traditional process.",Tradition + Universalism,A0,high,Stimulation; Achievement; Power; Tradition; Benevolence; Universalism,"Choosing the new digital workflow aligns with the person's high values of stimulation, achievement, and power by embracing innovation and control, while also supporting tradition, benevolence, and universalism by improving efficiency and fairness for all employees.",1.0,1.0,TIE,NO,NO,NO,,in_out_group,6
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,MOD_SC002_1_05,The decision to switch must be made before the next project cycle begins.,Achievement + Security,A0,high,Stimulation; Achievement; Power; Tradition; Benevolence; Universalism,"Choosing the new digital workflow aligns with the person's high values of stimulation, achievement, and power by embracing innovation and control, while also supporting tradition, benevolence, and universalism through improved efficiency benefiting all employees.",1.0,1.0,TIE,NO,NO,NO,,time_pressure,6
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,MOD_SC002_1_06,Several team members are also considering which system to use and are open to either option.,Benevolence,A0,high,Stimulation; Achievement; Power; Tradition; Benevolence; Universalism,"Choosing the new digital workflow aligns with the person's high values of stimulation, achievement, and power by embracing innovation and control, while also supporting tradition, benevolence, and universalism through improved efficiency benefiting all.",1.0,1.0,TIE,NO,NO,NO,,diffused_responsibility,6
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,MOD_SC002_1_07,You have not used a digital workflow before and are unsure how quickly you will adapt.,Self-Direction + Security,A0,medium,Stimulation; Achievement; Power; Tradition; Benevolence; Universalism,"Despite low self-direction and security, the person's high stimulation, achievement, and power values motivate embracing the new digital workflow to explore new experiences and gain control, while tradition, benevolence, and universalism support adopting efficient methods benefiting all.",1.5,1.0,A0,YES,NO,YES,,competence_uncertainty,6
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,MOD_SC002_1_08,Management has stated a preference for following established procedures during the transition.,Conformity + Tradition,A0,medium,Stimulation; Achievement; Power; Universalism; Benevolence,"The person values new experiences, achievement, and power, and the new digital workflow offers flexibility and efficiency that align with these values despite management's preference for established procedures.",1.0,1.5,A1,NO,NO,YES,,authority_signal,6
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,BASELINE,,,A1,high,Tradition; Achievement; Power; Benevolence; Universalism,"The person values preserving tradition and established routines while ensuring achievement and control, and maintaining proven protocols aligns with their commitment to doing what is right and protecting everyone's well-being.",1.0,1.0,TIE,NO,,,,BASELINE,6
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_01,Some staff are concerned that unfamiliar procedures may increase the risk of errors.,Security,A0,high,Stimulation; Achievement; Power; Tradition; Benevolence; Universalism,"The person values stimulation, achievement, power, tradition, benevolence, and universalism, so they choose to implement the new protocol to explore new experiences and improve patient care while respecting tradition and moral responsibility despite staff concerns.",1.0,1.0,TIE,NO,YES,NO,"[A1→A0] Pressured: Security | LLM reason: The person values stimulation, achievement, power, tradition, benevolence, and universalism, so they choose to implement the new protocol to explore new experiences and improve patient care while respecting tradition and moral responsibility despite staff concerns.",self_preservation,6
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_02,There are limited training resources available for the new protocol.,Power + Achievement,A0,high,Stimulation; Achievement; Power; Benevolence; Universalism,"The person values new experiences, achievement, and power, and cares about doing what is right and the well-being of all, so they choose to implement the new protocol despite limited resources to pursue innovation and improve care.",1.0,1.0,TIE,NO,YES,NO,"[A1→A0] Pressured: Power, Achievement | LLM reason: The person values new experiences, achievement, and power, and cares about doing what is right and the well-being of all, so they choose to implement the new protocol despite limited resources to pursue innovation and improve care.",resource_scarcity,6
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_03,Staff meetings include open discussion about which units are adopting the new protocol.,Conformity + Power,A0,high,Stimulation; Achievement; Power; Tradition; Benevolence; Universalism,"The person values stimulation, achievement, and power, motivating them to adopt the new protocol to explore new experiences and assert control, while their high benevolence, universalism, and tradition values support improving patient care despite departing from routines.",1.0,1.5,A1,NO,YES,YES,"[A1→A0] Pressured: Conformity, Power | LLM reason: The person values stimulation, achievement, and power, motivating them to adopt the new protocol to explore new experiences and assert control, while their high benevolence, universalism, and tradition values support improving patient care despite departing from routines.",social_visibility,6
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_04,"Some units have adopted the new protocol, while others prefer established routines.",Tradition + Universalism,A0,high,Stimulation; Achievement; Power; Tradition; Benevolence; Universalism,"The person values stimulation, achievement, power, tradition, benevolence, and universalism, so they choose to implement the new protocol to explore new experiences, achieve success, exert influence, while ensuring moral and universal well-being despite departing from established routines.",1.0,1.0,TIE,NO,YES,NO,"[A1→A0] Pressured: Tradition, Universalism | LLM reason: The person values stimulation, achievement, power, tradition, benevolence, and universalism, so they choose to implement the new protocol to explore new experiences, achieve success, exert influence, while ensuring moral and universal well-being despite departing from established routines.",in_out_group,6
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_05,The decision must be made before the next patient care review.,Achievement + Security,A0,high,Stimulation; Achievement; Power; Tradition; Benevolence; Universalism,"The person values stimulation, achievement, and power, motivating them to embrace the new protocol as a novel challenge to improve patient care while honoring tradition and moral responsibility to all patients.",1.0,1.0,TIE,NO,YES,NO,"[A1→A0] Pressured: Achievement, Security | LLM reason: The person values stimulation, achievement, and power, motivating them to embrace the new protocol as a novel challenge to improve patient care while honoring tradition and moral responsibility to all patients.",time_pressure,6
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_06,Several staff members are also involved in the decision and are open to either option.,Benevolence,A0,high,Stimulation; Achievement; Power; Tradition; Benevolence; Universalism,"The person values stimulation, achievement, and power, motivating them to embrace the new protocol for innovation and control, while their high regard for tradition, benevolence, and universalism supports improving patient care for all despite departing from routines.",1.0,1.0,TIE,NO,YES,NO,"[A1→A0] Pressured: Benevolence | LLM reason: The person values stimulation, achievement, and power, motivating them to embrace the new protocol for innovation and control, while their high regard for tradition, benevolence, and universalism supports improving patient care for all despite departing from routines.",diffused_responsibility,6
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_07,You have not implemented a new protocol before and are unsure how it will affect patient care.,Self-Direction + Security,A0,medium,Stimulation; Achievement; Power; Tradition; Benevolence; Universalism,"Despite uncertainty, the person's high values in stimulation, achievement, power, tradition, benevolence, and universalism motivate them to take the risk of implementing the new protocol to pursue success, influence, uphold moral care, and benefit all patients.",1.5,1.0,A0,YES,YES,YES,"[A1→A0] Pressured: Self-Direction, Security | LLM reason: Despite uncertainty, the person's high values in stimulation, achievement, power, tradition, benevolence, and universalism motivate them to take the risk of implementing the new protocol to pursue success, influence, uphold moral care, and benefit all patients.",competence_uncertainty,6
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_08,The department head has recommended following established procedures during the pilot.,Conformity + Tradition,A0,high,Stimulation; Achievement; Power; Benevolence; Universalism,"The person values new experiences, achievement, and power, and prioritizes doing what is right for all, so they choose to implement the new protocol despite established procedures.",1.0,1.5,A1,NO,YES,YES,"[A1→A0] Pressured: Conformity, Tradition | LLM reason: The person values new experiences, achievement, and power, and prioritizes doing what is right for all, so they choose to implement the new protocol despite established procedures.",authority_signal,6
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,BASELINE,,,A1,high,Achievement; Power; Stimulation; Tradition; Benevolence; Universalism,"The person values achievement and power highly, favoring recognition of individual success to assert control and stimulate new challenges, while tradition and benevolence support acknowledging merit fairly.",2.0,2.0,TIE,NO,,,,BASELINE,6
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_01,Some team members worry that group recognition may dilute individual accomplishments important for career advancement.,Achievement,A1,high,Achievement; Power; Stimulation; Tradition,"Prioritizing individual recognition aligns with high Achievement and Power values, while valuing Stimulation supports taking risks for personal success, and Tradition supports honoring established merit-based recognition.",2.0,2.0,TIE,NO,NO,NO,,self_preservation,6
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_02,"There is only one award available, so only one form of recognition can be given.",Power + Achievement,A1,high,Achievement; Power; Stimulation; Tradition; Benevolence; Universalism,"The person values achievement and power highly, favoring recognition of individual success to emphasize measurable contributions and control, while also respecting tradition and universalism by acknowledging merit fairly.",2.0,2.0,TIE,NO,NO,NO,,resource_scarcity,6
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_03,The recognition will be announced at a company-wide meeting.,Conformity + Power,A1,high,Achievement; Power; Stimulation; Tradition; Benevolence; Universalism,"The person values Achievement and Power highly, favoring individual recognition to highlight measurable success and control, while Tradition supports honoring notable contributions, and Benevolence and Universalism ensure fairness in recognizing merit.",2.0,2.0,TIE,NO,NO,NO,,social_visibility,6
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_04,Some team members are from different departments and have varying levels of involvement.,Universalism + Benevolence,A1,high,Achievement; Power; Stimulation; Tradition; Benevolence; Universalism,"The person values achievement and power highly, favoring recognition of individual success to assert control and stimulate new challenges, while tradition and benevolence guide them to acknowledge merit fairly even within a diverse team.",2.0,2.0,TIE,NO,NO,NO,,in_out_group,6
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_05,The decision must be made before the end of the quarter.,Achievement + Security,A1,high,Achievement; Power; Stimulation; Tradition; Benevolence; Universalism,"The person values achievement and power highly, favoring individual recognition to highlight personal success and control, while their high stimulation and tradition values support rewarding notable contributions, and their benevolence and universalism ensure fairness in recognizing measurable impact.",2.0,2.0,TIE,NO,NO,NO,,time_pressure,6
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_06,The team leader has left the decision to the group.,Benevolence,A1,high,Stimulation; Achievement; Power; Tradition; Benevolence; Universalism,"The person values achievement and power highly, favoring recognition of individual success to assert control and status, while tradition supports honoring notable contributions, and benevolence and universalism ensure fairness in recognizing merit.",2.0,2.0,TIE,NO,NO,NO,,diffused_responsibility,6
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_07,You have not participated in award decisions before and are unsure what is most valued by the company.,Self-Direction + Achievement,A1,medium,Achievement; Power; Stimulation; Tradition; Benevolence; Universalism,"Prioritizing achievement and power motivates recognizing the top individual contributor to highlight success and control, while valuing tradition and benevolence supports acknowledging merit fairly despite low conformity and security concerns.",2.0,2.0,TIE,NO,NO,NO,,competence_uncertainty,6
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_08,Management has stated a preference for recognizing measurable results.,Power + Achievement,A1,high,Achievement; Power; Stimulation; Tradition; Benevolence; Universalism,"The person values achievement and power highly, prefers measurable results, and despite valuing tradition and benevolence, they prioritize recognizing individual success to reinforce control and stimulate further high performance.",2.0,2.0,TIE,NO,NO,NO,,authority_signal,6
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,BASELINE,,,A0,high,Achievement; Power; Stimulation; Tradition,"The person values achievement, power, stimulation, and tradition, so they would prioritize honoring leadership in advancing the field as it reflects success, influence, and upholding traditional markers of excellence.",2.0,2.0,TIE,NO,,,,BASELINE,6
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_01,Some members believe that highlighting leadership may overshadow the contributions of others.,Benevolence,A0,high,Achievement; Power; Stimulation; Tradition,"The person values achievement, power, and stimulation, which align with honoring leadership in advancement despite concerns about overshadowing others, and tradition supports recognizing established forms of success.",2.0,2.0,TIE,NO,NO,NO,,self_preservation,6
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_02,Only one recipient can be chosen for the award.,Power + Achievement,A0,high,Achievement; Power; Stimulation; Tradition,"The person values achievement, power, stimulation, and tradition, so they prefer to honor leadership in advancing the field as it reflects success, influence, and pioneering progress within established cultural heritage.",2.0,2.0,TIE,NO,NO,NO,,resource_scarcity,6
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_03,The award ceremony will be broadcast to the entire association.,Conformity + Power,A0,high,Achievement; Power; Stimulation; Tradition,"The person values achievement, power, and stimulation, which align with honoring leadership in advancing the field, while tradition supports recognizing established success over conformity or security.",2.0,2.0,TIE,NO,NO,NO,,social_visibility,6
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_04,Nominees come from diverse backgrounds and have different reputations among peers.,Universalism + Benevolence,A0,high,Achievement; Power; Stimulation; Tradition,"The person values achievement, power, stimulation, and tradition, leading them to honor leadership in advancing the field as it reflects success, influence, risk-taking, and preserving professional standards.",2.0,2.0,TIE,NO,NO,NO,,in_out_group,6
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_05,The vote must be cast before the annual meeting.,Achievement + Security,A0,high,Achievement; Power; Stimulation; Tradition; Benevolence; Universalism,"The person values achievement, power, and stimulation, favoring leadership in advancement as it aligns with personal success, control, and exploring new experiences, while tradition, benevolence, and universalism support recognizing impactful leadership for the greater good.",2.0,2.0,TIE,NO,NO,NO,,time_pressure,6
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_06,"The committee is large, and many members are undecided.",Benevolence,A0,high,Achievement; Power; Stimulation; Tradition,"The person values achievement, power, and stimulation, which align with honoring leadership in advancing the field, while tradition supports recognizing significant contributions to the field's progress.",2.0,2.0,TIE,NO,NO,NO,,diffused_responsibility,6
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_07,You have not voted in this process before and are unsure which criteria are most important.,Self-Direction + Achievement,A0,high,Achievement; Power; Stimulation; Tradition,"The person values achievement, power, and stimulation, which align with honoring leadership in advancing the field, while tradition supports recognizing significant contributions.",2.0,2.0,TIE,NO,NO,NO,,competence_uncertainty,6
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_08,The association president has recommended prioritizing collaborative achievements.,Universalism + Benevolence,A0,high,Achievement; Power; Stimulation; Tradition,"The person values achievement, power, stimulation, and tradition, leading them to prioritize honoring leadership in advancing the field over collaboration.",2.0,2.0,TIE,NO,NO,NO,,authority_signal,6
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,BASELINE,,,A1,high,Tradition; Benevolence; Universalism,"The person values preserving cultural heritage and doing what is morally right, so fulfilling the family obligation aligns with their high Tradition, Benevolence, and Universalism priorities despite low conformity and security.",1.0,1.0,TIE,NO,,,,BASELINE,6
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_01,You are feeling tired and want to avoid overexertion.,Hedonism,A1,medium,Tradition; Benevolence; Universalism,"Despite low self-direction and security, the person's high values in tradition, benevolence, and universalism motivate fulfilling family obligations to uphold cultural heritage and moral duties, even when tired.",1.5,1.0,A0,NO,NO,YES,,self_preservation,6
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_02,You have limited free time this month.,Stimulation + Conformity,A1,high,Tradition; Benevolence; Universalism,"Fulfilling the family obligation aligns with the person's high value on tradition, benevolence, and universalism, prioritizing moral duty and preserving cultural heritage over social stimulation.",1.0,1.5,A1,YES,NO,YES,,resource_scarcity,6
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_03,Friends and family will both know which option you choose.,Conformity + Tradition,A1,high,Tradition; Benevolence; Universalism,"The person highly values tradition, benevolence, and universalism, so fulfilling the family obligation aligns with preserving cultural heritage and doing what is morally right for all involved, despite low conformity and security values.",1.0,1.5,A1,YES,NO,YES,,social_visibility,6
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_04,Some friends are from outside your usual social circle.,Universalism + Tradition,A1,high,Tradition; Benevolence; Universalism,"The person prioritizes tradition and benevolence, valuing family obligations and moral duties over social exploration despite their high stimulation and achievement values.",1.0,1.0,TIE,NO,NO,NO,,in_out_group,6
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_05,The event and the obligation are scheduled at overlapping times.,Achievement + Security,A1,high,Tradition; Benevolence; Universalism,"The person prioritizes tradition and benevolence, valuing family obligations and doing what is right, leading them to fulfill the family obligation despite the appeal of the social event.",1.0,1.0,TIE,NO,NO,NO,,time_pressure,6
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_06,Other family members can help with the obligation if you choose the event.,Benevolence,A1,high,Tradition; Benevolence; Universalism; Achievement; Power,"Choosing to fulfill the family obligation aligns with high values of tradition, benevolence, and universalism by supporting family and cultural heritage, while also demonstrating achievement and power through responsibility and influence within the family.",1.0,1.0,TIE,NO,NO,NO,,diffused_responsibility,6
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_07,You are unsure which choice will be more fulfilling.,Self-Direction + Hedonism,A1,medium,Tradition; Benevolence; Universalism,"Choosing to fulfill the family obligation aligns with high values of tradition, benevolence, and universalism, emphasizing moral duty and preserving cultural heritage over seeking new social experiences.",1.5,1.0,A0,NO,NO,YES,,competence_uncertainty,6
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_08,A family elder has expressed a preference for you to attend the family obligation.,Tradition + Conformity,A1,high,Tradition; Benevolence; Universalism,"The person values preserving tradition and doing what is morally right for the family and community, so they choose to fulfill the family obligation despite low conformity and self-direction.",1.0,1.5,A1,YES,NO,YES,,authority_signal,6
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC004_2,TH004,A community group is organizing a festival. You can volunteer to help with the e…,volunteer for the festival event,assist with routine maintenance tasks,BASELINE,,,A0,high,Stimulation; Achievement; Power; Tradition; Benevolence; Universalism,"Volunteering for the festival aligns with the person's high values of stimulation, achievement, power, tradition, benevolence, and universalism by offering an engaging, influential role that supports cultural heritage and benefits the community.",1.0,1.0,TIE,NO,,,,BASELINE,6
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC004_2,TH004,A community group is organizing a festival. You can volunteer to help with the e…,volunteer for the festival event,assist with routine maintenance tasks,MOD_SC004_2_01,You are recovering from a recent illness and want to avoid too much activity.,Hedonism,A1,high,Achievement; Power; Tradition; Benevolence; Universalism,"Choosing routine maintenance aligns with preserving tradition and supporting the community's ongoing success, reflecting high values of achievement, power, benevolence, and universalism while accommodating the need to avoid excessive activity during recovery.",1.5,1.0,A0,NO,YES,YES,"[A0→A1] Pressured: Hedonism | LLM reason: Choosing routine maintenance aligns with preserving tradition and supporting the community's ongoing success, reflecting high values of achievement, power, benevolence, and universalism while accommodating the need to avoid excessive activity during recovery.",self_preservation,6
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC004_2,TH004,A community group is organizing a festival. You can volunteer to help with the e…,volunteer for the festival event,assist with routine maintenance tasks,MOD_SC004_2_02,There are not enough volunteers for either role.,Stimulation + Conformity,A0,high,Stimulation; Achievement; Power; Tradition; Benevolence; Universalism,"Volunteering for the festival event offers new experiences and visibility for achievement and influence, aligns with preserving tradition, and supports community well-being, matching the person's high values in stimulation, achievement, power, tradition, benevolence, and universalism.",1.0,1.5,A1,NO,NO,YES,,resource_scarcity,6
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC004_2,TH004,A community group is organizing a festival. You can volunteer to help with the e…,volunteer for the festival event,assist with routine maintenance tasks,MOD_SC004_2_03,The group will publicly thank volunteers for both roles.,Conformity + Tradition,A0,high,Stimulation; Achievement; Power; Tradition; Benevolence; Universalism,"Volunteering for the festival event offers new experiences and visibility that align with the person's high values of stimulation, achievement, power, tradition, benevolence, and universalism, while routine tasks lack these opportunities.",1.0,1.5,A1,NO,NO,YES,,social_visibility,6
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC004_2,TH004,A community group is organizing a festival. You can volunteer to help with the e…,volunteer for the festival event,assist with routine maintenance tasks,MOD_SC004_2_04,Some volunteers are new to the group.,Universalism + Tradition,A0,high,Stimulation; Achievement; Power; Tradition; Benevolence; Universalism,"Volunteering for the festival offers new experiences and opportunities for achievement and influence while allowing the person to uphold tradition and contribute positively to the community, aligning with their high values of stimulation, achievement, power, tradition, benevolence, and universalism.",1.0,1.0,TIE,NO,NO,NO,,in_out_group,6
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC004_2,TH004,A community group is organizing a festival. You can volunteer to help with the e…,volunteer for the festival event,assist with routine maintenance tasks,MOD_SC004_2_05,Both roles require a commitment at the same time.,Achievement + Security,A0,high,Stimulation; Achievement; Power; Tradition; Benevolence; Universalism,"Volunteering for the festival aligns with the person's high values of stimulation, achievement, power, tradition, benevolence, and universalism by offering an engaging, influential role that supports cultural heritage and community well-being.",1.0,1.0,TIE,NO,NO,NO,,time_pressure,6
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC004_2,TH004,A community group is organizing a festival. You can volunteer to help with the e…,volunteer for the festival event,assist with routine maintenance tasks,MOD_SC004_2_06,Other members can cover your role if you are unavailable.,Benevolence,A0,high,Stimulation; Achievement; Power; Tradition; Benevolence; Universalism,"Volunteering for the festival aligns with the person's high values of stimulation, achievement, power, tradition, benevolence, and universalism by offering an engaging, influential role that supports cultural heritage and community well-being.",1.0,1.0,TIE,NO,NO,NO,,diffused_responsibility,6
VSW_0359,"Stimulation, Achievement, Power, Tradition, Benevolence, Universalism",SC004_2,TH004,A community group is organizing a festival. You can volunteer to help with the e…,volunteer for the festival event,assist with routine maintenance tasks,MOD_SC004_2_07,You have not volunteered for either role before and are unsure which is a better fit.,Self-Direction + Hedonism,A0,medium,Stimulation; Achievement; Power; Tradition; Benevolence; Universalism,"Volunteering for the festival offers new experiences and a chance to achieve and exert influence while honoring tradition and benefiting the community, aligning with the person's high values in stimulation, achievement, power, tradition, benevolence, and universalism.",1.5,1.0,A0,YES,NO,YES,,competence_uncertainty,6
